ID,lat,lon
0,-8.384873662122988,116.11319536670514
1,-8.38651166021583,116.1331691781365
2,-8.384693233137638,116.18410144315419
3,-8.360833114584947,116.15885549488215
4,-8.37067386568413,116.16422181123703
5,-8.389844626149985,116.16820000284525
6,-8.365355077145953,116.13806214803803
7,-8.403328511310654,116.12444497022761
